"impacto","circuito","servicio","motivo","solicita","numeroinstalacion","municipio","nombreresponsable","fecha_y_hora_esperada","inicio","fin","horas","estado","fecharegistro","barrio","nombrecontratista","tipoaviso"
Bajo,Villa Linda,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","625",Bello,Jorge Andrés Lora Hoyos,2023-03-09 14:00:00.000,2023-03-09 09:00:00.000,2023-03-09 14:00:00.000,5.0,ABIERTA,2023-02-21,Tierradentro,Contratista: Ingeniería Total Ltda.,IVR
Bajo,América,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"63",Medellín,John Fredy Pulgarín Cardona,2022-11-25 16:00:00.000,2022-11-25 13:00:00.000,2022-11-25 16:00:00.000,3.0,ABIERTA,2022-11-16,La Castellana,CONSORCIO REDES 2020.,Volantes
Bajo,América,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"63",Medellín,FABER ESTEBAN GIL ACOSTA,2023-01-12 17:00:00.000,2023-01-12 13:00:00.000,2023-01-12 17:00:00.000,4.0,ABIERTA,2023-01-04,La Castellana,CONSORCIO REDES 2020.,Volantes
Alto,El Esmeraldal,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","6442",Envigado,Jorge Humberto Marin Posada,2023-06-21 04:00:00.000,2023-06-20 21:00:00.000,2023-06-21 04:00:00.000,7.0,ABIERTA,2023-06-13,"Municipio Envigado: Loma Del Atravesado; Zúñiga.
Distrito Medellín: El Tesoro; Los Balsos No. 1;Los Naranjos; San Lucas; Zúñiga; Altos Del Poblado.",Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Bajo,Itagüí,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"648",Itagüí,Juan David Muñoz Urrea,2023-05-29 01:00:00.000,2023-05-29 22:00:00.000,2023-05-30 01:00:00.000,3.0,ABIERTA,2023-05-23,"Camparola, La Independencia, San Juan Bautista, San Pio X, Zona Industrial #3",Contratsita Consorcio Redes 2020.,IVR
Bajo,Nutibara,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"66",Medellín,FABER ESTEBAN GIL ACOSTA,2023-03-14 02:00:00.000,2023-03-14 22:00:00.000,2023-03-15 02:00:00.000,4.0,ABIERTA,2023-03-06,"Santa Fe, Tenche y Trinidad.",SANEAR S.A.S.,Volantes
Bajo,Nutibara,Agua,Programado,Unidad Desarrollo de Intervenciones de Inversión,"66",Medellín,FABER ESTEBAN GIL ACOSTA,2023-03-14 02:00:00.000,2023-03-14 22:00:00.000,2023-03-15 02:00:00.000,4.0,ABIERTA,2023-02-21,"Santa Fe, Tenche y Trinidad.",CONTRATISTA SANEAR S.A.S.,Volantes
Bajo,Nutibara,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"66",Medellín,Juan David Muñoz Urrea,2023-04-18 05:00:00.000,2023-04-18 20:00:00.000,2023-04-19 05:00:00.000,9.0,ABIERTA,2023-03-30,"Trinidad, Tenche",Contratista Sanear SAS.,Volantes
Alto,Paris,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","6611",Bello,Jorge Andrés Lora Hoyos,2023-07-25 15:00:00.000,2023-07-25 09:00:00.000,2023-07-25 15:00:00.000,6.0,ABIERTA,2023-06-25,"Distrito Medellín:  El Triunfo (San Cristóbal); El Progreso No. 2; Mirador Del Doce; Picachito; Picacho.
Municipio Bello: Paris.",Ingeniería Total Ltda.,IVR + Plan medios
Alto,Paris,Agua,Mantenimiento,Unidad Desarrollo Intervenciones de Inversión,"6611",Bello,Jorge Andrés Lora Hoyos,2023-09-24 22:00:00.000,2023-09-23 08:00:00.000,2023-09-24 22:00:00.000,38.0,ABIERTA,2023-08-24,"Distrito Medellín:  El Triunfo (San Cristóbal); El Progreso No. 2; Mirador Del Doce; Picachito; Picacho.
Municipio Bello: Paris.",Dirección Montajes EPM.,IVR + Plan medios
Bajo,Itagüí,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"664",Itagüí,Juan David Muñoz Urrea,2023-04-18 01:00:00.000,2023-04-18 22:00:00.000,2023-04-19 01:00:00.000,3.0,ABIERTA,2023-04-18,"Asturias, San Jose, Zona Industrial # 2",Contratista Consorcio Redes 2020,IVR
Bajo,Itagüí,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"664",Itagüí,Juan David Muñoz Urrea,2023-05-16 04:00:00.000,2023-05-16 22:00:00.000,2023-05-17 04:00:00.000,6.0,ABIERTA,2023-04-25,"Asturias, San José, Zona Industrial # 2.",Consorcio Redes 2020.,IVR
Bajo,Itagüí,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"664",Itagüí,Oscar Restrepo Gallego,2023-06-15 03:00:00.000,2023-06-14 22:00:00.000,2023-06-15 03:00:00.000,5.0,ABIERTA,2023-06-01,"Asturias, San José, Zona Industrial # 2.",CONSORCIO REDES 2020.,IVR
Bajo,Itagüí,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"664",Itagüí,Oscar Restrepo Gallego,2023-07-28 03:00:00.000,2023-07-27 22:00:00.000,2023-07-28 03:00:00.000,5.0,ABIERTA,2023-07-13,"Asturias, San José, Zona Industrial # 2.",Consorcio Redes 2020.,IVR
Bajo,Itagüí,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"695",Itagüí,FABER ESTEBAN GIL ACOSTA,2023-03-02 16:00:00.000,2023-03-02 13:00:00.000,2023-03-02 16:00:00.000,3.0,ABIERTA,2023-02-20,Playa rica y Satexco,Contratista Consorcio REDES 2020.,IVR
Bajo,Nutibara,Agua,Mantenimiento,Unidad Control Perdidas y Vertimientos Aguas,"7",Medellín,John Fredy Pulgarín Cardona,2023-01-12 11:00:00.000,2023-01-12 07:00:00.000,2023-01-12 11:00:00.000,4.0,ABIERTA,2022-12-29,Tenche,Víctor Hugo Arguelles.,Volantes
Bajo,Altavista Sur,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"70",Medellín,Juan David Muñoz Urrea,2023-03-22 17:00:00.000,2023-03-22 14:00:00.000,2023-03-22 17:00:00.000,3.0,ABIERTA,2023-03-10,San Bernardo,Contratista Consorcio Redes 2020.,Volantes
Bajo,Porvenir B,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"702",Rionegro,Juan David Muñoz Urrea,2023-04-25 17:00:00.000,2023-04-25 13:00:00.000,2023-04-25 17:00:00.000,4.0,ABIERTA,2023-04-18,El Porvenir,Consorcio C&G.,IVR
Alto,La Cascada,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","7165",Medellín,Jorge Humberto Marin Posada,2023-03-21 16:00:00.000,2023-03-21 09:00:00.000,2023-03-21 16:00:00.000,7.0,ABIERTA,2023-03-13,Municipio Medellín: Barrios De Jesús; Ocho De Marzo (Sta. Elena); Juan Pablo II; San Antonio (Sta. Elena); Villa Turbay (Sta. Elena); Villatina; La Sierra (Sta. Elena); Villa Lilliam; Santa Lucia Las Estancias; Las Estancias.,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Alto,La Cascada,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","7165",Medellín,Jorge Andrés Lora Hoyos,2023-09-13 16:00:00.000,2023-09-13 09:00:00.000,2023-09-13 09:00:00.000,7.0,ABIERTA,2023-08-25,Distrito Medellín: Barrios De Jesús; Ocho De Marzo (Sta. Elena); Juan Pablo II; San Antonio (Sta. Elena); Villa Turbay (Sta. Elena); Villatina; La Sierra (Sta. Elena); Villa Lilliam; Santa Lucia Las Estancias; Las Estancias.,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Bajo,Picacho,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"725",Medellín,Juan David Muñoz Urrea,2023-08-18 00:00:00.000,2023-08-17 19:00:00.000,2023-08-18 00:00:00.000,5.0,ABIERTA,2023-07-24,Kennedy,UT REDES AC SMA.,IVR
Bajo,Campestre,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"73",Medellín,Juan David Muñoz Urrea,2023-03-14 18:00:00.000,2023-03-14 13:00:00.000,2023-03-14 18:00:00.000,5.0,ABIERTA,2023-03-03,La Aguacatala,Consorcio CyC.,Volantes
Bajo,Campestre,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"73",Medellín,Juan David Muñoz Urrea,2023-03-14 18:00:00.000,2023-03-14 13:00:00.000,2023-03-14 18:00:00.000,5.0,ABIERTA,2023-02-22,La Aguacatala,Contratista Consorcio CyC.,Volantes
Alto,Girardota,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","7343",Girardota,Jorge Andrés Lora Hoyos,2023-06-28 04:00:00.000,2023-06-27 20:00:00.000,2023-06-28 04:00:00.000,8.0,ABIERTA,2023-05-25,Municipio Girardota: La Ceiba; Centro; El Llano; El Paraíso; El Salado; La Ferrería; La Florida; Girardota La Nueva; Guaduales; Guayacanes; Juan XXIII; Montecarlo; Naranjal; Nuevo Horizonte; Santa Ana; San José; Aurelio Mejía.,Ingeniería Total Ltda.,IVR + Plan medios
Alto,Corazón Alto,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"7529",Medellín,Jorge Humberto Marin Posada,2023-05-21 22:00:00.000,2023-05-21 08:00:00.000,2023-05-21 22:00:00.000,14.0,ABIERTA,2023-05-11,Distrito Medellín: El Corazón; Nuevos Conquistadores; Las Independencias; El Salado; Eduardo Santos (San Cristóbal); Antonio Nariño; Veinte De Julio.,Redyco S.A.S.,IVR + Plan medios
Alto,Niquia,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","7548",Bello,Jorge Andrés Lora Hoyos,2023-02-15 04:00:00.000,2023-02-15 21:00:00.000,2023-02-16 04:00:00.000,7.0,ABIERTA,2023-01-26,"Ciudadela del Norte, Montañinta Arriba, Zona Industria No 3.",Ingeniería Total Ltda.,IVR + Plan medios
Bajo,El Noral,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","758",Copacabana,Jorge Humberto Marin Posada,2023-05-09 02:00:00.000,2023-05-09 21:00:00.000,2023-05-10 02:00:00.000,5.0,ABIERTA,2023-05-02,Municipio Copacabana: El Noral; Zarzal Curazao.,Contratista: Ingeniería Total Ltda.,IVR
ALTO,Girardota,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","7597",Girardota,Jorge Andrés Lora Hoyos,2022-12-14 04:00:00.000,2022-12-14 21:00:00.000,2022-12-15 04:00:00.000,7.0,ABIERTA,2022-11-25,La Ceiba; Centro; El Llano; El Paraíso; El Salado; La Ferrería; La Florida; Girardota La Nueva; Guaduales; Guayacanes; Juan XXIII (Girardota); Montecarlo; Naranjal (Girardota); Nuevo Horizonte; Santa Ana (Girardota); San José (Gir,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Bajo,La Fe,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","77",El Retiro,Jorge Andrés Lora Hoyos,2023-03-08 16:00:00.000,2023-03-08 08:00:00.000,2023-03-08 16:00:00.000,8.0,ABIERTA,2023-02-21,"Cabeceras de Llano Grande, Guayabito, Los Salados, Santa Elena, Tres Puertas.",Contratista: Ingeniería Total Ltda.,Volantes
Bajo,La Fe,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","77",El Retiro,Jorge Humberto Marin Posada,2023-08-03 04:00:00.000,2023-08-02 21:00:00.000,2023-08-03 04:00:00.000,7.0,ABIERTA,2023-07-24,"Cabeceras de Llano Grande, Guayabito, Los Salados, Santa Elena, Tres Puertas.",Contratista: Ingeniería Total Ltda.,Volantes
Alto,Corazón,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"7730",Medellín,Jorge Humberto Marin Posada,2023-05-21 00:00:00.000,2023-05-21 10:00:00.000,2023-05-22 00:00:00.000,14.0,ABIERTA,2023-05-11,Distrito Medellín: Betania; El Corazón; Belencito; Nuevos Conquistadores; Las Independencias; Veinte De Julio.,Redyco S.A.S.,IVR + Plan medios
Bajo,El Rodeo,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"776",Itagüí,Oscar Restrepo Gallego,2023-07-05 15:00:00.000,2023-07-05 09:00:00.000,2023-07-05 15:00:00.000,6.0,ABIERTA,2023-06-27,Colinas del sur,Contratista: Convenios Interadministrativos Consorcio Obras Hidraulicas Itagui.,IVR
Bajo,Pinos,Agua,Mantenimiento,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","778",Envigado,Juan David Muñoz Urrea,2023-02-16 16:00:00.000,2023-02-16 08:00:00.000,2023-02-16 16:00:00.000,8.0,ABIERTA,2023-01-20,"Carrizales, El Escobero, Las Palmas, Pantanillo, Santa Catalina.",Ingeniería Total Ltda.,IVR
Bajo,Pinos,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","778",El Retiro,Jorge Humberto Marin Posada,2023-08-03 15:00:00.000,2023-08-03 10:00:00.000,2023-08-03 15:00:00.000,5.0,ABIERTA,2023-07-24,Municipio El Retiro: Las Palmas; Carrizales; Santa Catalina.,Contratista: Ingeniería Total Ltda.,IVR
Alto,Los Mangos,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","7784",Medellín,Jorge Humberto Marin Posada,2023-01-23 03:00:00.000,2023-01-23 21:00:00.000,2023-01-24 03:00:00.000,6.0,ABIERTA,2023-01-16,San Antonio (Sta. Elena); Villatina; Trece de Noviembre; La Libertad; El Pinal; Los Mangos,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Alto,Los Mangos,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","7784",Medellín,Jorge Humberto Marin Posada,2023-07-18 03:00:00.000,2023-07-17 21:00:00.000,2023-07-18 03:00:00.000,6.0,ABIERTA,2023-07-10,Distrito Medellín: San Antonio (Sta. Elena); Villatina; Trece De Noviembre; La Libertad; El Pinal; Los Mangos.,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Alto,San Cristóbal,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","7797",Medellín,Jorge Humberto Marin Posada,2023-02-08 04:00:00.000,2023-02-08 20:00:00.000,2023-02-09 04:00:00.000,8.0,ABIERTA,2023-01-30,Municipio Medellín: Antonio Nariño; Juan XXIII - La Quiebra; El Socorro; La Gabriela (San Cristóbal); Eduardo Santos (San Cristóbal); Santa Margarita; Olaya Herrera.,"Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876.",IVR + Plan medios
Bajo,Altavista Sur,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"78",Medellín,Juan David Muñoz Urrea,2023-04-26 17:00:00.000,2023-04-26 14:00:00.000,2023-04-26 17:00:00.000,3.0,ABIERTA,2023-04-13,La Gloria,Consorcio Redes 2020.,Volantes
Bajo,Pedregal,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"782",Medellín,FABER ESTEBAN GIL ACOSTA,2022-11-21 01:00:00.000,2022-11-21 17:00:00.000,2022-11-22 01:00:00.000,8.0,ABIERTA,2022-11-15,"Castilla, Girardot, Pedregal",Contratista UT REDES AC SMA.,IVR
Alto,Barbosa,Agua,Modernización,Unidad Desarrollo Intervenciones de Inversión,"7828",Barbosa,Jorge Andrés Lora Hoyos,2023-09-21 04:00:00.000,2023-09-20 19:00:00.000,2023-09-21 04:00:00.000,9.0,ABIERTA,2023-08-25,Municipio Barbosa: 30 de Mayo; Aguas Calientes; Barrios de Jesús; Buenos Aires; Centro; El Portón; El Progreso; Las Orquídeas; Leticia; Pepe Sierra1; Pepe Sierra 2; Robles; Santa Monica; Santiago De Los Caballeros.,Maper S.A.,IVR + Plan medios
MEDIO,SAN CRISTOBAL,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","79",Medellín,Jorge Andrés Lora Hoyos,2022-12-12 16:00:00.000,2022-12-12 13:00:00.000,2022-12-12 16:00:00.000,3.0,ABIERTA,2022-11-25,Barrio San Cristobal,Contratista: Ingeniería Total Ltda.,IVR
Bajo,San Cristóbal (Elevdado),Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","79",Medellín,Jorge Humberto Marin Posada,2023-06-22 11:00:00.000,2023-06-22 08:00:00.000,2023-06-22 11:00:00.000,3.0,ABIERTA,2023-06-13,SAN CRISTOBAL,Contratista: Ingeniería Total Ltda.,IVR
Bajo,Villa Del Socorro,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"79",Medellín,Juan David Muñoz Urrea,2023-06-30 19:00:00.000,2023-06-30 13:00:00.000,2023-06-30 19:00:00.000,6.0,ABIERTA,2023-05-17,"Pablo VI, La Frontera",UT Redes AC SMA.,Volantes
ALTO,Cumbres,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","808",Sabaneta,Jorge Andrés Lora Hoyos,2023-01-16 15:00:00.000,2023-01-16 08:00:00.000,2023-01-16 15:00:00.000,7.0,ABIERTA,2022-12-29,La Doctora; Las Lomitas; Maria Auxiliadora; San Jose,Contratista: Ingeniería Total Ltda.,IVR
Bajo,Manzanillo,Agua,Modernización,Unidad Desarrollo Intervenciones de Inversión,"813",Itagüí,Jorge Andrés Lora Hoyos,2023-04-27 03:00:00.000,2023-04-27 17:00:00.000,2023-04-28 03:00:00.000,10.0,ABIERTA,2023-04-19,"Municipio de Itagüí: El Ajizal, El Progreso, Los Gomez",Constructora Sumas y Restas.,IVR
Bajo,Castilla-Bello,Agua,Modernización,Unidad Desarrollo Intervenciones de Inversión,"834",Bello,Jorge Andrés Lora Hoyos,2023-04-13 01:00:00.000,2023-04-13 19:00:00.000,2023-04-14 01:00:00.000,6.0,ABIERTA,2023-03-29,"Alta Vista, El Carmelo, Hato Viejo, Porvenir.",Contratista UT REDES AC SMA.,IVR
Bajo,La Ye,Agua,Mantenimiento,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primaria","844",Medellín,Juan David Muñoz Urrea,2022-11-17 16:00:00.000,2022-11-17 13:00:00.000,2022-11-17 16:00:00.000,3.0,ABIERTA,2022-10-27,"Ell Tesoro, Las Palmas, Los Balsos #1, Los Naranjos.",Contratista: Ingeniería Total Ltda,IVR
Alto,Asomadera,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias","8495",Medellín,Jorge Humberto Marin Posada,2023-05-23 04:00:00.000,2023-05-23 20:00:00.000,2023-05-24 04:00:00.000,8.0,ABIERTA,2023-05-17,Distrito Medellín: El Salvador; La Asomadera No. 1; Loreto; La Asomadera No. 2; San Diego; La Asomadera No. 3.,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Bajo,La Honda,Agua,Modernización,Unidad Vinculación y Desarrollos Urbanísticos Provisión Aguas,"87",Medellín,Juan David Muñoz Urrea,2023-01-26 14:00:00.000,2023-01-26 09:00:00.000,2023-01-26 14:00:00.000,5.0,ABIERTA,2023-01-18,"Versalles #2, la Honda.",Contratista Proing SA.,Volantes
Bajo,La Mina,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"873",Envigado,Juan David Muñoz Urrea,2023-04-27 17:00:00.000,2023-04-27 13:00:00.000,2023-04-27 17:00:00.000,4.0,ABIERTA,2023-04-14,"La Mina, San Rafael",Consorcio CYC.,IVR
Alto,Porvenir,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"8932",Medellín,Juan David Muñoz Urrea,2023-09-21 04:00:00.000,2023-09-20 22:00:00.000,2023-09-21 04:00:00.000,6.0,ABIERTA,2023-08-17,"Aures # 1, Bello Horizonte, El Diamante, Kennedy, Palenque, Villa Flora.",UT Redes AC SMA.,IVR + Plan medios
Bajo,Manzanillo,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"896",Itagüí,Oscar Restrepo Gallego,2023-09-14 20:00:00.000,2023-09-14 08:00:00.000,2023-09-14 20:00:00.000,12.0,ABIERTA,2023-09-05,"Ajizal, El Beneficio, El Pesebre",Contratista Constructora Sumas & Restas. .,IVR
Alto,El Rincón,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"8998",Medellín,Jorge Humberto Marin Posada,2023-05-21 02:00:00.000,2023-05-21 06:00:00.000,2023-05-22 02:00:00.000,20.0,ABIERTA,2023-05-11,Distrito Medellín: El Rincón; La Colina; La Hondonada.,Redyco S.A.S.,IVR + Plan medios
Alto,El Rincón,Agua,Modernización,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","8998",Medellín,Jorge Andrés Lora Hoyos,2023-08-21 18:00:00.000,2023-08-20 04:00:00.000,2023-08-21 18:00:00.000,38.0,ABIERTA,2023-08-03,Distrito Medellín: El Rincón; La Colina; La Hondonada.,Recurso Propio y Contratista Consorcio CyC.,IVR + Plan medios
Bajo,Altavista Sur,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"90",Medellín,Oscar Restrepo Gallego,2023-07-04 18:00:00.000,2023-07-04 15:00:00.000,2023-07-04 18:00:00.000,3.0,ABIERTA,2023-06-27,La Gloria,Contratista: Consorcio redes 2020 .,Volantes
Bajo,Altavista Sur,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"90",Medellín,Oscar Restrepo Gallego,2023-07-26 21:00:00.000,2023-07-26 17:00:00.000,2023-07-26 21:00:00.000,4.0,ABIERTA,2023-07-07,La Gloria,CONSORCIO REDES 2020.,Volantes
Bajo,Pedregal,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"911",Medellín,Juan David Muñoz Urrea,2023-04-27 17:00:00.000,2023-04-27 13:00:00.000,2023-04-27 17:00:00.000,4.0,ABIERTA,2023-04-13,Florencia,Condugas SA.,IVR
Alto,La Montaña,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias","9153",Medellín,Jorge Andrés Lora Hoyos,2023-04-19 16:00:00.000,2023-04-19 10:00:00.000,2023-04-19 16:00:00.000,6.0,ABIERTA,2023-03-24,Municipio Medellín: Versalles No. 2; La Cruz; Oriente; Versalles No. 1; El Raizal; Carpinelo; San Jose La Cima No. 1; La Avanzada; Maria Cano-Carambolas; San Jose La Cima No. 2; La Salle; El Compromiso; La Esperanza No. 2.,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Bajo,Belencito,Agua,Programado,Unidad Desarrollo de Intervenciones de Inversió,"93",Medellín,John Fredy Pulgarín Cardona,2022-11-16 18:00:00.000,2022-11-16 13:00:00.000,2022-11-16 18:00:00.000,5.0,ABIERTA,2022-11-08,Santa Monica y Santa Teresita.,CONTRATISTA REDYCO S.A.S.,Volantes
Bajo,Sabaneta,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueducto,"948",Sabaneta,Juan David Muñoz Urrea,2023-09-10 13:00:00.000,2023-09-10 10:00:00.000,2023-09-10 13:00:00.000,3.0,ABIERTA,2023-08-31,Las Casitas,Contratista Consorcio CYC.,IVR
Bajo,Yulimar,Agua,Modernización,Unidad Mantenimiento Redes Secundarias Acueducto,"980",Bello,FABER ESTEBAN GIL ACOSTA,2023-02-01 17:00:00.000,2023-02-01 13:00:00.000,2023-02-01 17:00:00.000,4.0,ABIERTA,2023-01-12,"El trapiche, La primavera, Urapanes",Contratista CONDUGAS.,IVR
Bajo,Altavista Sur,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"99",Medellín,Juan David Muñoz Urrea,2023-04-24 17:00:00.000,2023-04-24 14:00:00.000,2023-04-24 17:00:00.000,3.0,ABIERTA,2023-04-11,La Gloria,Consorcio Redes 2020.,Volantes
Bajo,Campestre,Agua,Programado,Unidad Desarrollo de Intervenciones de Inversió,"992",Itagüí,John Fredy Pulgarín Cardona,2022-11-15 17:00:00.000,2022-11-15 14:00:00.000,2022-11-15 17:00:00.000,3.0,ABIERTA,2022-11-08,La Esmeralda y Simón Bolivar.,CONSORCIO CYC GAAL.,IVR
Bajo,Campestre,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversión,"992",Itagüí,John Fredy Pulgarín Cardona,2022-12-06 06:00:00.000,2022-12-06 18:00:00.000,2022-12-07 06:00:00.000,12.0,ABIERTA,2022-11-28,La Esmeralda y Simón Bolivar.,CONSORCIO CYC GAAL.,IVR
